"Text";"User";"Timestamp";"Nshares";"Nlikes";"Nfriends";"Ncomments";"Replytoauthor"
"

Mike, Gary,and I are contacting the generators(Duke, Dynegy, Southern, 
Reliant, and Williams) today to discuss their approaches. Should we contact 
any retailers?";"ke-smith";970669510000;0;0;0;0;"richard-sanders
"
"

Attached is a letter from Reps. Franks (R-NJ) and Meehan
(D-MA) to the GAO, asking it to investigate BPA's sales into the California 
market.  As you know, Franks and Meehan are leaders of the Northeast-Midwest 
coalition and are frequent BPA
critics.

 - bpa power sales profiteering GAO 2.doc
";"m-belden";970673410000;110;110;110;110;"mary-hain
"
"

Attached are my edits to and several comments on the first draft of the 
letter to the CPUC.  I think I have answered the questions you sent last 
evening.  I am around all day to disucss.  Please send me the next draft for 
further review.   MDS
";"ergus-brobeck-com";970742710000;0;0;0;0;"mike-smith
"
"

See attached.  Please provide comments/feedback ASAP so final copy can be 
circulated as needed.
";"n-lyons";970743010000;30;30;30;30;"randal-maffett
"
"

----- Forwarded by Richard B Sanders/HOU/ECT on 10/06/2000 01:52 PM -----

	John Sanders MD <johnbepa@macol.net>
	09/03/2000 09:47 PM
		 
		 To: Richard Sanders <Richard.B.Sanders@enron.com>
		 cc: 
		 Subject: Last Night


Richard,

The camera does have a red-eye problem

John


 - DSCN0136.JPG";"chard-sanders";970759930000;0;0;0;0;"richard-sanders
"
"

I had some problems with the atty at Vinson & Elkins who I sent your file to 
originally. I sent it to Josh McMorrow at Bracewell & Patterson. He will be 
up to speed on Monday-- he is doing his homework on the corporate entities 
today. His telephone # is 713-223-2900.";"eg-whalley";970760710000;0;0;0;0;"richard-sanders
"
"

After you signed off, we set up another meeting---Fri the 13th at 11 am. Letr 
me know if you can't make it.";"ndy-petersen";970765570000;0;0;0;0;"richard-sanders
"
"

Where can I get a copy of Ken Swaisland's guarranty. I want to send a demand 
letter.";"ndy-petersen";970765690000;10;10;10;10;"richard-sanders
"
"

The Assembly filed a request for rehearing of the FERC market mitigation 
order. Strangely, the law firm representing them is Haynes and Boone, which 
appears to be a Texas firm.  Know anything about the firm or why they were 
selected?

Sue Mara
Enron Corp.
Tel: (415) 782-7802
Fax:(415) 782-7854";"mes-steffes";991675030000;50;50;50;50;"susan-mara
"
"

Here is a draft of the memo to send to the IT guys.  Let me know your 
thoughts.

P.S. -- the list of names is just a partial list.  Richard is tracking down 
some additional people to add.  We will have that, I hope, later today.



";"rk-haedicke";991757530000;0;0;0;0;"andrew-edison
"
"

The California Litigation weekly conference call scheduled for 2:00 p.m. 
today has been cancelled.

Also, please note there will not be a call on Thursday, June 15.

Thank you.

Janette Elbertson
Enron Wholesale Services
Legal Department - EB3326
Telephone:  (713) 853-7906
Fax:  (713) 646-2600
janette.elbertson@enron.com";"_alexanderson-pgn-com";991827970000;320;320;320;320;"janette-elbertson
"
"

ENRON TRAVEL CLUB
http://home.enron.com:84/travel/

Meeting Notice & Agenda

Tuesday, 6/12/01
EB 5C2 @ Noon

Lunch is provided so please RSVP to Margaret Doucette no later than 
Monday at noon on June 11, 2001.







";"c-distribution";991847290000;0;0;0;0;"donna-teal
"
"

Oops....I forgot to attached the agenda - - sorry!

ENRON TRAVEL CLUB
http://home.enron.com:84/travel/

Meeting Notice & Agenda

Tuesday, 6/12/01
EB 5C2 @ Noon

Lunch is provided so please RSVP to Margaret Doucette no later than 
Monday at noon on June 11, 2001.









";"c-distribution";991847470000;0;0;0;0;"donna-teal
"
"

Richrd - I'd like to stop by in the next few days for a quick update me on 
the CA litigation - I've been away on vacation and hear there have been a few 
recent developments.  Thanks";"chard-sanders";991852930000;0;0;0;0;"robert-frank
"
"

Please give me your home tel. #s, pagers, and cell phone #s for my address 
book. ( input yourself if you have access)";"nda-guinn";960297670000;10;10;10;10;"richard-sanders
"
"

Please set up a call w/ me and Gary Grote(McConville's atty) for  early next 
week";"anda-sweet";970760830000;0;0;0;0;"richard-sanders
"
"

Attached is a draft letter to John Witney re the above-referenced.
";"ian-bierbach";939239050000;10;10;10;10;"twanda-sweet
"
"

Yes. She is ex-Bracewell and I know her pretty well.



	Bonnie White@ENRON
	10/30/2000 10:00 AM
		 
		 To: Richard B Sanders/HOU/ECT@ECT
		 cc: 
		 Subject: Vinmar

I have received correspondence from Vinmar's counsel that they propose Judge 
Katie Kennedy as the sole arbitrator to be used in this matter.  What do you 
think?
";"nnie-white";972998710000;0;0;0;0;"richard-sanders
"
"

I did not recieve your e-mail. My e-mail address is 
Richard.B.Sanders@enron.com";"bu-babuart-com";957126610000;0;0;0;0;"richard-sanders
"
"

Your eRequest's password is 1013
To use this password, go to the eRequest website and click on non-Corp logon.
Put in your email address and the password above and click Log In, and you 
will log into eRequest.";"chard-b-sanders";973442050000;0;0;0;0;"erequest
"
"

Attached is the analysis we discussed earlier today.  Please call me at 
x36027 to discuss.

RH
";"chard-sanders";973536970000;0;0;0;0;"garrick-hill
"
"

My title is Assistant General Counsel. Otherwise, the letter looks good. I 
asssume you will send me an original.



	sandra <SYamane@marathon-com.com>
	11/07/2000 04:05 PM
	Please respond to Sandra Yamane
		 
		 To: <richard.b.sanders@enron.com>
		 cc: 
		 Subject: Marathon Communications Letter


 
 - Enron.doc
";"amane-marathon-com-com";973607470000;0;0;0;0;"richard-sanders
"
"

Attached is an updated report regarding the status of ENA Litigation.
";"rk-haedicke";973680670000;0;0;0;0;"twanda-sweet
"
"

Attached is a draft letter to Steven Armour re lawsuit against Shanghai.  
Please review and provide me with any comments that you may have.
";"ic-gillaspie";973686850000;10;10;10;10;"twanda-sweet
"
"

Based on this information, I say don't go. Let me know if anything changes.";"ellis-milbank-com";957464170000;0;0;0;0;"richard-sanders
"
"

I am interested in the sculpture w/ the less prominent father figure. Can I 
get it by Mothers Day? How do I pay you? please e-mail me or call me 
at713-853-5587";"talet-trvnet-net";957706630000;0;0;0;0;"richard-sanders
"
"

I recommend reading CAISO's response.  This letter was reported in last week's trade press.

I am told that BPA does not consider this letter confidential even though it is labeled as such by CAISO.

Many of the  CAISO backpedal statements made re: claims of strategic bidding would apply equally to other importers.

Alan Comnes

 ";"ergus-brobeck-com";991790830000;90;90;90;90;"alan-comnes
"
"

I haven't heard anything. Could it be that Bill was overstating his position?




	Sandra McCubbin@ENRON 06/04/2001 03:51 PM 	   To: Richard B Sanders/HOU/ECT@ECT  cc:   Subject: lockyer	


I have heard nothing more  about a grand jury..have you learned anything more?
";"ndra-mccubbin";991674730000;0;0;0;0;"richard-sanders
"
"

Fergus and Gibbs.




	Robert C Williams/ENRON@enronXgate 05/31/2001 04:16 PM 	   To: Richard B Sanders/HOU/ECT@ECT  cc: Vicki Sharp/HOU/EES@EES  Subject: AG Subpoena	


EES has received a subpoena from the AG.  What outside counsel is advising us about these?  Fergus?  Molland?
";"bert-williams";991675810000;0;0;0;0;"richard-sanders
"
"

Has this been set? Who is coming? What is the agenda?




	Barrett H. Reasoner <Breasoner@Gibbs-Bruns.com> 05/25/2001 02:36 PM 	   To: 'Sanders, Richard' <Richard.B.Sanders@enron.com>  cc:   Subject: meeting with experts	



What looks better for you: June 11-12 or 12-13?
";"easoner-gibbs-bruns-com";991677370000;0;0;0;0;"richard-sanders
"
"

These deals were changed, I think through FSP.  I have corrected them. Please let me know if there's anything else I can do.

ds";"ather-dunton";1001953510000;10;10;10;10;"diana-scholtes
"
"



 -----Original Message-----
From: 	Hall, Steve C. (Legal)  
Sent:	Monday, January 07, 2002 1:20 PM
To:	Scholtes, Diana
Subject:	other recommendation

http://www.gevurtzmenashe.com";"ll-casey";1010373130000;0;0;0;0;"diana-scholtes
"
"

Nothing is easy is it??  At the risk of the creating new questions, the
answer to the last one is,

Yes, PacifiCorp prescheduling will continue to accept revised tags because
of the late closing of the CISO market.";"as-wscc-com";986466070000;0;0;0;0;"paul-rice-pacificorp-com
"
"

Attached is our nomination form for the Griffith Power Plant for gas day
Tuesday, February 5, 2002.

Please let me know if you have any questions.

Thanks!
MaryAnne Schneider
office #  801-537-3985
cell #    801-580-1466

(See attached file: NOMS_02_05_02.xls)
 - NOMS_02_05_02.xls ";"y-mulligan";1012759150000;60;60;60;60;"mschneider-duke-energy-com
"
"

Schwig....

Here's my honest to goodness real, real new address...

PAL";"m-schwieger";983785870000;0;0;0;0;"cannon2-swbell-net
"
"

I checked this out. It's not a virus and is OK to run.

I thought this was the funniest election joke yet.
 - The Real Florida_vote.exe";"n-bump";975948490000;80;80;80;80;"michael-legler
"
"

Hello.

Good news!  Ben passed all of his classes...by the skin of his teeth, so he
is able to come to Houston.  :)

Ben and I both tried to find the web site about the wave runner license but
were unsuccessful.  Were you able to ask your friends?  Ben is now very
anxious to take the test so he can drive one of the wave runners.

Love,
Linda
";"m-schwieger";991803910000;0;0;0;0;"mwoita-home-com
"
"

Buy 50 April, 2001 Contracts @ $ 5.06  (Contract settled at $5.072) Trading at $5.045 at 3:45 PM after hours.";"nnon2-swbell-net";984108190000;0;0;0;0;"jim-schwieger
"
"

The rumor is true!
Dick has two months to find another job within ENE.

PG&E declares Bankruptzy.
ENE goes from $1.50 up to $2.00 down.  Booooooooooooooooooooooooooooooo";"chael-legler";986513590000;0;0;0;0;"jim-schwieger
"
"

In response to your question of whether Transwestern Pipeline needs to renew 
its bond (Bond No. 22000455) to the State of Oklahoma, the answer is yes.

If you have any questions, please call me at x30596.";"ra-ellis";971001130000;0;0;0;0;"susan-scott
"
"

Maria reminded me that we are required to file a rate case to be effective 
Nov. 1, 2006.
We could file one before then as to non-Current Firm Shippers, but I doubt we 
will.
Any other questions -- let me know.";"ffery-fawcett";970488730000;0;0;0;0;"susan-scott
"
"

So do you have any ideas/plans for brunch on Sunday...my guess is there are a ton of places with special Easter Brunches.  I just thought maybe you had a regular spot.  Let me know.";"lieg-qualcomm-com";986773750000;0;0;0;0;"susan-scott
"
"

There is only one Susan Scott at Enron that really matters, right?  Best ways to ensure it's me...either use sscott5@enron.com or check to make sure the middle initial that pops up is M.  

Ciao
";"ul-lucci";986762350000;0;0;0;0;"susan-scott
"
"

There is only one Susan Scott at Enron that really matters, right?  Best ways to ensure it's me...either use sscott5@enron.com or check to make sure the middle initial that pops up is M.  

Ciao";"san-scott";986762290000;0;0;0;0;"susan-scott
"
"

You're gonna love this site.  So true.


http://www.petnet.com.au/dogs/D162.html";"leahy-hotmail-com";986432710000;0;0;0;0;"susan-scott
"
"

Sunil,

I promise I have not forgotten about you.  Things around here have just been crazy with the beginning of the month and all.  I should have some time tomorrow to get together if you like, just give me a call.

Talk to you soon,
Susan";"nil-dalal";986272450000;0;0;0;0;"susan-scott
"
"

If you're on the internet right now, I'm trying to call...our meeting was postponed.";"illegeist-hotmail-com";986181430000;0;0;0;0;"susan-scott
"
"

When you get a chance, tell me again what your schedule is for the end of April through July.  I'm trying to figure when I can come visit and not pay too much on airfare, be able to stay a decent amount of time and not miss critical days at work.

I will definitely come over...just don't know if it'll will be when Katy does.

Sue";"illegeist-hotmail-com";986179270000;0;0;0;0;"susan-scott
"
"

Just got the email myself...will definitely check it out.
  
Thanks";"illegeist-hotmail-com";986177230000;0;0;0;0;"susan-scott
"
"

Earl,

Long time...no nothing.  How goes it?  Just wanted to drop you a line and see how the fam's doing.  Hope all is well.  We really need to grab a drink after work sometime or a late afternoon coffee and catch-up on each other's respective endeavours.

Talk to you soon,
Susan";"ry-stadler";986165890000;0;0;0;0;"susan-scott
"
"



You have just received the Aggie Virus!!!

Since Aggies arn't very smart and don't have any programming
experience, this Virus works on the honor system.

Please delete all the files on your hard drive,
and manually forward this Virus to everyone on your
mailing list.";"ffery-fawcett";965142250000;0;0;0;0;"susan-scott
"
"

Darlin',
Someone booked the entire Rainbow Lodge for a party this p.m.
As alternatives, Chez Sooz recommends:
La Mora
Brennan's
Please advise.

xxxooo
S.";"aigl-calpine-com";976097110000;0;0;0;0;"susan-scott
"
"

Since I am swamped I've asked Steve Stojic to take a first crack at it.


   
	
	
	From:  Mary Kay Miller                           07/07/2000 08:06 AM
	

To: Susan Scott/ET&S/Enron@ENRON, Lorraine Lindberg/ET&S/Enron@ENRON
cc:  

Subject: PNM

Susan, are you preparing a response to the comments filed by Amoco and 
burlington?  MK

";"ry-miller";962879230000;0;0;0;0;"susan-scott
"
"

This document contains both the El Paso and TW information.  I'll bring you 
the printouts of the relevant El Paso tariff provisions.
";"elley-corman";976205470000;0;0;0;0;"susan-scott
"
"

Kevin -- I've looked at the pooling agreement and I agree with you -- I don't 
believe taking the compressor down is at all limited under the agreement.  
Any further questions, let me know.";"vin-hyatt";975849430000;0;0;0;0;"susan-scott
"
"

Mike, please see the attached, which incorporates the changes we discussed 
yesterday.  If this looks acceptable to you, please sign two originals and 
forward them to me.  Thanks.



Susan Scott
Transwestern Pipeline Company
1400 Smith St., Room 4788
Houston, TX 77007
(713) 853-0596";"kemc-swps-com";960220330000;0;0;0;0;"susan-scott
"
"

Received your message.  Do we want to file a response to PNM's protest?  It 
basically contains the same arguments they launched at our 637 filing, and we 
did not file an answer to that.";"en-hass";975841990000;0;0;0;0;"susan-scott
"
"

We need to start a new bucket file called Direct Testimony.  Then please 
watch the mail and do a folder for each prepared testimony as they come in.   
Thank you!";"net-cones";957813790000;0;0;0;0;"susan-scott
"
"

Please see the attached and let me know your comments by Wednesday a.m. if 
possible.
";"ry-miller";957124810000;40;40;40;40;"susan-scott
"
"

Yes, I will send you a draft shortly.


   
	
	
	From:  Mary Kay Miller                           05/01/2000 05:40 PM
	

To: Susan Scott/ET&S/Enron@ENRON
cc:  

Subject: Response to Dynegy on PNM

Susan, are you preparing a response to their intervention?  MK

";"ry-miller";957123010000;0;0;0;0;"susan-scott
"
"

Shelley -- I'm going to the game but should be back in the office after 5 pm 
today if you want to chat.  x30596.";"elley-corman";955206610000;0;0;0;0;"susan-scott
"
"

Here is the breakdown of 1999 PCB decontamination costs for TW:

Topock mods   $4,675,000
PG&E sample taps  $     90,000
PG&E filter separator  $   600,000
Remove PG&E filter separator $     10,000

If you need the costs broken down in more detail, or need more information, 
please give me a call at x30596.";"rora-dimacali";954847150000;0;0;0;0;"susan-scott
"
"

Do we have an estimate of PCB decontamination costs for 2000?  AA is 
asking...";"uis-soldano";954846850000;10;10;10;10;"susan-scott
"
"

---------------------- Forwarded by Susan Scott/ET&S/Enron on 12/08/2000 
02:30 PM ---------------------------


Estalee Russi
12/06/2000 07:37 PM
To: Susan Scott/ET&S/Enron@ENRON
cc:  

Subject: Deferral Election Form

Susan

Here is the manual enrollment form, please send to Kim Bolton.

Thanks
Estalee

";"azier-king";976201750000;0;0;0;0;"susan-scott
"
"

Something to keep in mind:  Since FERC has implied that it considers shipper 
support in determining whether to allow pipelines to hold capacity on other 
pipelines, the more shippers we can get to intervene in our filing, the 
better.";"rraine-lindberg";952444090000;0;0;0;0;"susan-scott
"
"

See my changes on the attached.






Jeffery Fawcett
03/02/2000 12:45 PM
To: Susan Scott/ET&S/Enron@ENRON
cc:  

Subject: Calpine Operating Agreement



";"ffery-fawcett";952017070000;0;0;0;0;"susan-scott
"
"

Here's what I propose to send to the parties on the 14th.  Take a look, and 
think about whether it would be wise to do more selling in the first 
paragraph.  I propose that we get on the agenda for the March 1 meeting so 
that we have some time to approach individual parties first.  

With your permission, I will forward this to Mr. Dasovich also.

 ";"ffery-fawcett";950030770000;20;20;20;20;"susan-scott
"
"

Steve and Frank, I would be very interested in your comments on the attached.

";"elly-gbmdc-com";950018050000;10;10;10;10;"susan-scott
"
"

Here's my request for rehearing so far.  The marketing folks are helping me 
with our competitive harm argument and will, I hope, come up with something 
plausible.  In the meantime, I would appreciate your comments.
";"elly-gbmdc-com";949317910000;10;10;10;10;"susan-scott
"
"

Lorraine, here is the new language for the discount letter.  You might want 
to compare the other language in the agreement to that of the existing one to 
make sure I got the right version (or I'll do it on Monday).  Let me know if 
you have questions.  I just ran it by Drew and he is OK with it.
";"rraine-lindberg";947180230000;0;0;0;0;"susan-scott
"
"

Rich, would you please add Tim Aron to your distribution list for the Gallup 
Weekly Updates, and also forward him your latest?  He is working on New 
Mexico regulatory and legislative issues pertaining to our compression 
contract, and I thought your updates would help keep him in the loop.  Thank 
you.";"ch-plachy";947093590000;0;0;0;0;"susan-scott
"
"

Lindy, do you know offhand whether our OBAs with PG&E and SoCal deviate from 
the usual 10% tolerance provided for in our tariff form OBA?  If not, who do 
you think might be able to tell me?  ";"ndy-donoho";947011930000;0;0;0;0;"susan-scott
"
"

Our consulting agreement with IGS for services related to the CPUC proceeding 
expired 12/31/99 but can be continued by mutual agreement of the parties.  
Given the upcoming proceedings, I'd recommend that we act on this sooner 
rather than later...let me know and I'll draft a brief letter to Mark 
Baldwin.";"even-harris";946994770000;0;0;0;0;"susan-scott
"
"

Steve, for your information, the case in which the Commission denied ECT's 
petition for a limited waiver of 
the shipper must have title rule appears at 84 FERC P 61,222. ";"tojic-gbmdc-com";946916530000;0;0;0;0;"susan-scott
"
"

Here are the curves:

GDP-CAL BORDER
GDP-CGT/APPALAC
GDP-CHI. GATE
GDP-CNG/SOUTH
GDP-ELPO/PERM2
GDP-ELPO/SANJUA
GDP-HEHUB 
GDP-HPL/SHPCH
GDP-KERN/OPAL
GDP-MALIN-CITYGA
GDP-MICHCON
GDP-NTHWST/CANB
GDP-PAN/TX/OK
GDP-PG&E/CITIGA
GDP-TENN/500
GDP-TETCO/M3
GDP-TRCOZ6/NY
GDP-WAHA
NW STANF/1ST-GD
NW-STANFIELD


Thanks for all of the help,
Susan";"l-mckinney";976191130000;0;0;0;0;"susan-scott
"
"

The deal has been rebooked.

Thanks



To: susan.scott@enron.com
cc:  
Subject: Deal # qb8835

Please rebook to Texaco Natural Gas Inc.

Thanks

Lesli


";"sli-campbell";976114210000;0;0;0;0;"susan-scott
"
"

Here are some of the main curves....attached is a file containing the rest.



---------------------- Forwarded by Susan M Scott/HOU/ECT on 12/05/2000 11:03 
AM ---------------------------


Susan M Scott
11/22/2000 02:58 PM
To: Victor Guggenheim/HOU/ECT@ECT
cc:  
Subject: GD omicron curves


";"nil-dalal";975930550000;0;0;0;0;"susan-scott
"
"

Hey Lisa,

Good job on the organization.  Do you have any recommendations for what I 
could bring or is there anything you think we really need?  Also, just to 
double check, we're getting together next Monday night right?

Susan";"sa-a-meador-chase-com";975869590000;0;0;0;0;"susan-scott
"
"

Call me with any questions.  I'll send you the final version when I have the 
official NGI settle prices.

Susan";"egory-carraway";975858790000;0;0;0;0;"susan-scott
"
"

Please include my name on the list of attendants for the brown bag tomorrow.

Thank you,
Susan Scott";"m-wilbeck";975858670000;0;0;0;0;"susan-scott
"
"

Also Larry, there was a confirm that came in for you Friday with Amerex:  
They show you Buying a 1/day  BOM (12/2-12/31) HeHub Gas Daily $7.00 Call 
Option at $0.26.  The counterparty was Cinergy...Let me know if this is a 
good trade and we'll get it loaded into the system.

Thanks,
Susan";"rry-may";975803710000;0;0;0;0;"susan-scott
"
"

Also, there was a confirm that came in Friday with Amerex for you Buying 
1/day  BOM (12/2-12/31) HeHub Gas Daily $7.00 Call Option at $0.26.  The 
counterparty was Cinergy...Let me know if this is a good trade and we'll get 
it loaded into the system.

Thanks,
Susan";"rry-may";975803170000;0;0;0;0;"susan-scott
"
"

Gregory,

The book code is XZP for all of the Basis option deals.  The book code does 
not change month to month, it is always XZP.

Thanks, 
Susan





Gregory Carraway@ENRON
11/07/2000 05:01 PM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: Nat Gas Basis Options  

Please include book codes for these deals.

";"egory-carraway";973533190000;0;0;0;0;"susan-scott
"
"

CONGRATULATIONS !

I just found out that you were extended an offer by the Big E.  I can't tell 
you how happy I am that I didn't have to question the intelligence of my 
company.  Hope you had a good birthday and I'll see you at the A&M game.";"epperson-mail-utexas-edu";973510270000;0;0;0;0;"susan-scott
"
"

Count me in for tomorrow's brown bag lunch with Berney Aucoin.

Thanks, 
Susan Scott";"acey-dempsey";973416550000;0;0;0;0;"susan-scott
"
"

Let me know if any of the deals values in the attached file are incorrect.

Thanks, 
Susan
";"atrice-reyna";973164910000;10;10;10;10;"susan-scott
"
"

Stacey,

I was wondering if there was still room in the brown bag today with Dan 
Reck.  If there are spaces available, I would like to add my name to the list 
of attendants.

Thanks,
Susan";"acey-dempsey";973156030000;0;0;0;0;"susan-scott
"
"

Deal #Q75558.2 - Counterparty is CIA Papelera Mandonado and the counterparty 
contact is Francisco Elosua.  Agustin Perez is the originator on the deal.";"p_houston";973096570000;0;0;0;0;"susan-scott
"
"

Can we have a 10-15 min meeting sometime today before 3:00 p.m.?

Also, I've filled out the remainder of the login and password file for my 
information.";"tch-quigley";973083850000;0;0;0;0;"susan-scott
"
"

Here you go Cynthia.  I feel pretty confident that everything is correct this 
month.  However, I'm sure I'm being overly optimistic on that front so call 
or email me with any changes.

";"nthia-gin";970595290000;0;0;0;0;"susan-scott
"
"

Lexi,

I completely forgot to turn in my expense report from last months recruiting 
trip.  Things around here have been absolutely crazy, as I'm sure they have 
been for you.  In addition to the attached file below I am forwarding the 
hard copy to your office.  Let me know if there is anything else I can do to 
help with the process.



Thanks,
Susan";"xi-elliott";970594870000;0;0;0;0;"susan-scott
"
"

Agustin, 

I haven't booked the origination we talked about yet because I wanted to get 
an exact number from you first.  If you could send me an email with the 
correct origination amount I can book it tonight.  The deal was with General 
de Cermica for 11,000/month 10/1/00 - 03/31/0.

Thanks,
Susan";"ustin-perez";970567810000;0;0;0;0;"susan-scott
"
"

Do you know where the Texas Exes watch the games in London?  It might be kind 
of fun to watch the OU game somewhere...even if just for a bit of it.  Just a 
thought.";"illegeist-hotmail-com";970442590000;0;0;0;0;"susan-scott
"
"

---------------------- Forwarded by Susan M Scott/HOU/ECT on 10/02/2000 09:31 
AM ---------------------------
   
	
	
	From:  William Kelly                           09/29/2000 10:15 AM
	

To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Fwd: Separated at Birth






 - McTwins.doc




";"kelley-ev1-net";970398670000;0;0;0;0;"susan-scott
"
"

Here's the service list
---------------------- Forwarded by Susan Scott/ET&S/Enron on 11/06/2000 
03:40 PM ---------------------------


DENISE LAGESSE
11/06/2000 03:38 PM
To: Susan Scott/ET&S/Enron@ENRON
cc:  

Subject: service list

Here it is.  It also includes Naomi's name/address.


";"vin-hyatt";973441150000;0;0;0;0;"susan-scott
"
"

Lesli,

Deals are rebooked.

Susan



To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Deal Rebooks

Here are the names for these new CP's

nw3262  Fersinsa Gist Brocades
nw6273  Deacero SA de CV


Thanks

Lesli

";"sli-campbell";968254270000;0;0;0;0;"susan-scott
"
"

I haven't sent a quote in quite some time, but this one really spoke to me.

Wit makes its own welcome, and levels all distinctions. No dignity, no
learning, no force of character, can make any stand against good wit. -Ralph
Waldo Emerson (1803-1882)

";"n-freeman";968169010000;0;0;0;0;"susan-scott
"
"

Wit makes its own welcome, and levels all distinctions. No dignity, no
learning, no force of character, can make any stand against good wit. -Ralph
Waldo Emerson (1803-1882)";"ry-stadler";968159170000;0;0;0;0;"susan-scott
"
"

I think Ted needs to read this.

No horse gets anywhere until he is harnessed. No stream or gas drives
anything until it is confined. No Niagara is ever turned into light and power
until it is tunneled. No life ever grows great until it is focused,
dedicated, disciplined. -Harry Emerson Fosdick";"nique-sanchez";967715290000;0;0;0;0;"susan-scott
"
"

Kitty Fun Barbie
Complete with Marshmallow the cat (with long, brushable fur), cat toys, 
little cans of Fancy Feast, and, get this:  a carrier thaqt becomes a litter 
box!  Marshmallow drinks and wets in the litter box.  Scoop up the clumps 
after she goes.  So real!";"ebert-akingump-com";973424530000;0;0;0;0;"susan-scott
"
"

Attached is a draft of an answer to protests received in Docket No. RP01-56.  
Please let me know your comments before noon tomorrow if possible.  Thanks.
";"ffery-fawcett";973078570000;40;40;40;40;"susan-scott
"
"

Turns out my boss is going to get to Teala's at @ 5:00.  So if you want to 
show up earlier, say 6:00/6:30, I'm sure that would be cool.  I know Ben, 
Nick and possibly Sunil are planning on going so you may want to see when 
they are planning on getting there.";"lson-kriegel";957375070000;0;0;0;0;"susan-scott
"
"

*31455




Wilson Kriegel@ENRON
05/03/2000 05:50 PM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: The Park  

give me your phone number in the bulding?


";"lson-kriegel";957296170000;0;0;0;0;"susan-scott
"
"

I have purchased 4 tickets to Saturday night's show.  Maybe we can all go out 
to dinner before-hand or I wouldn't mind having everyone over to my place for 
a little wine and food?  Also, I don't think I can make this week's Tasters 
dinner because my old group is having a belated going away happy hour in 
honour of me.  PARTAY!!!";"bowles-hotmail-com";957282310000;0;0;0;0;"susan-scott
"
"

By the way, when are you leaving for NY/moving all of your stuff?  And, 
when's your last day at the Big E?";"lson-kriegel";957279370000;0;0;0;0;"susan-scott
"
"

I will most likely have a good headstart by the time you get there.





Wilson Kriegel@ENRON
05/03/2000 01:11 PM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: Tonight  

i'm going running for sure at memorial park tonight...so i'd say latest 
8pm....


";"lson-kriegel";957279130000;0;0;0;0;"susan-scott
"
"

It is tonight and it looks as though we will have great weather.  I'm 
planning on getting there ASAP as I've had a rough week already and need some 
beer in a bucket.





Wilson Kriegel@ENRON
05/03/2000 10:28 AM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: Red Meat  

hey is tonight little woodrows or is that tomorrow?

";"lson-kriegel";957270250000;0;0;0;0;"susan-scott
"
"

Who all would you like on your guest list for tomorrow?  Regular crew?";"lson-kriegel";957204310000;0;0;0;0;"susan-scott
"
"

I may have to start training now for that.





Wilson Kriegel@ENRON
05/02/2000 01:11 PM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: Red Meat  

Yes coming to visit in NY will be a must and i'll take you out, with my Boyz, 
and show you a little what partying, drinking and going all out is all about.

";"lson-kriegel";957193330000;0;0;0;0;"susan-scott
"
"

Richard, you can remove my name from the distribution list as I have rotated 
to a new group and am no longer working in the controls group.  Thank you.






Richard Cross
04/07/2000 06:25 AM
To: Daily Reports
cc:  
Subject: London 6 Apr



";"chard-cross";955017490000;0;0;0;0;"susan-scott
"
"

I think I had too much nectar last night.




Gary Stadler
04/06/2000 03:38 PM
To: Susan M Scott/HOU/ECT@ECT
cc:  
Subject: Re: Webster's Word of the Day  

Beer is nectar.  

";"ry-stadler";954955330000;0;0;0;0;"susan-scott
"
"

Just wanted to let you know that the Richardson deal has been entered into 
TAGG.  The deal number is NE2760.";"nthia-gin";954952450000;0;0;0;0;"susan-scott
"
"

Are you experiencing some sort of split personality today?  Should I start 
referring to you as Ben or MaximMan depending on your responses?";"njamin-freeman";954869650000;0;0;0;0;"susan-scott
"
"

The two new pub codes that need to be addded to TAGG are:

1.     GDP-WYOMING
2.     GDP-KERN/OPAL

Thanks.
";"rtis-smith";954687670000;0;0;0;0;"susan-scott
"
"

Ted, see the attached; I've made a couple of changes.







Ted Chavez
10/05/2000 02:01 PM
To: Susan Scott/ET&S/Enron@ENRON
cc:  

Subject: Duke Energy Field Services Guaranty

Susan,

 Please see the attached and give your comments.



Thanks,
Ted
X-37952






";"d-chavez";971022910000;0;0;0;0;"susan-scott
"
"

I neglected to include some of Drew's comments in the version I sent you a 
few minutes ago...use this draft instead.
";"ffery-fawcett";971011030000;10;10;10;10;"susan-scott
"
"

Take a look at the attached and let's talk tomorrow if at all possible.  I 
want us to have a consensus among ourselves on this draft before I circulate 
it more widely.
";"ffery-fawcett";971009710000;10;10;10;10;"susan-scott
"
"

Could you in the future please put trade dates and book codes on the 
spreadsheet? Thanks!!!";"san-scott";976209850000;0;0;0;0;"gregory-carraway
"
